DL_Modeli,ML_Modeli,Accuracy,Precision,Recall,F1_Score
vgg16,SVM,0.9956480688708786,0.9958877056161022,0.9955657645569598,0.9957187947642387
vgg16,Random Forest,0.9946592424046946,0.9955590073390859,0.9944308162391715,0.9949784469950487
vgg16,KNN (k=3),0.9955493523807288,0.9964844698070978,0.9954260957074744,0.9959334707914221
vgg16,Gradient Boosting,0.9941646825629536,0.9951732817819117,0.9938276017178229,0.9944778517461496
vgg16,Yapay Sinir Aglari (YSA),0.9983185942771803,0.9983210721435064,0.9982904212252283,0.9983010133362986
